Sequence number	Sequence ID	V-DOMAIN Functionality	V-GENE and allele	V-REGION Nb of positions including IMGT gaps (nt)	V-REGION Nb of nucleotides	V-REGION Nb of identical nucleotides	V-REGION Nb of mutations	V-REGION Nb of silent mutations	V-REGION Nb of nonsilent mutations	V-REGION a>g	V-REGION g>a	V-REGION c>t	V-REGION t>c	V-REGION a>c	V-REGION c>a	V-REGION a>t	V-REGION t>a	V-REGION g>c	V-REGION c>g	V-REGION g>t	V-REGION t>g	FR1-IMGT Nb of positions including IMGT gaps (nt)	FR1-IMGT Nb of nucleotides	FR1-IMGT Nb of identical nucleotides	FR1-IMGT Nb of mutations	FR1-IMGT Nb of silent mutations	FR1-IMGT Nb of nonsilent mutations	FR1-IMGT a>g	FR1-IMGT g>a	FR1-IMGT c>t	FR1-IMGT t>c	FR1-IMGT a>c	FR1-IMGT c>a	FR1-IMGT a>t	FR1-IMGT t>a	FR1-IMGT g>c	FR1-IMGT c>g	FR1-IMGT g>t	FR1-IMGT t>g	CDR1-IMGT Nb of positions including IMGT gaps (nt)	CDR1-IMGT Nb of nucleotides	CDR1-IMGT Nb of identical nucleotides	CDR1-IMGT Nb of mutations	CDR1-IMGT Nb of silent mutations	CDR1-IMGT Nb of nonsilent mutations	CDR1-IMGT a>g	CDR1-IMGT g>a	CDR1-IMGT c>t	CDR1-IMGT t>c	CDR1-IMGT a>c	CDR1-IMGT c>a	CDR1-IMGT a>t	CDR1-IMGT t>a	CDR1-IMGT g>c	CDR1-IMGT c>g	CDR1-IMGT g>t	CDR1-IMGT t>g	FR2-IMGT Nb of positions including IMGT gaps (nt)	FR2-IMGT Nb of nucleotides	FR2-IMGT Nb of identical nucleotides	FR2-IMGT Nb of mutations	FR2-IMGT Nb of silent mutations	FR2-IMGT Nb of nonsilent mutations	FR2-IMGT a>g	FR2-IMGT g>a	FR2-IMGT c>t	FR2-IMGT t>c	FR2-IMGT a>c	FR2-IMGT c>a	FR2-IMGT a>t	FR2-IMGT t>a	FR2-IMGT g>c	FR2-IMGT c>g	FR2-IMGT g>t	FR2-IMGT t>g	CDR2-IMGT Nb of positions including IMGT gaps (nt)	CDR2-IMGT Nb of nucleotides	CDR2-IMGT Nb of identical nucleotides	CDR2-IMGT Nb of mutations	CDR2-IMGT Nb of silent mutations	CDR2-IMGT Nb of nonsilent mutations	CDR2-IMGT a>g	CDR2-IMGT g>a	CDR2-IMGT c>t	CDR2-IMGT t>c	CDR2-IMGT a>c	CDR2-IMGT c>a	CDR2-IMGT a>t	CDR2-IMGT t>a	CDR2-IMGT g>c	CDR2-IMGT c>g	CDR2-IMGT g>t	CDR2-IMGT t>g	FR3-IMGT Nb of positions including IMGT gaps (nt)	FR3-IMGT Nb of nucleotides	FR3-IMGT Nb of identical nucleotides	FR3-IMGT Nb of mutations	FR3-IMGT Nb of silent mutations	FR3-IMGT Nb of nonsilent mutations	FR3-IMGT a>g	FR3-IMGT g>a	FR3-IMGT c>t	FR3-IMGT t>c	FR3-IMGT a>c	FR3-IMGT c>a	FR3-IMGT a>t	FR3-IMGT t>a	FR3-IMGT g>c	FR3-IMGT c>g	FR3-IMGT g>t	FR3-IMGT t>g	CDR3-IMGT Nb of positions including IMGT gaps (nt)	CDR3-IMGT Nb of nucleotides	CDR3-IMGT Nb of identical nucleotides	CDR3-IMGT Nb of mutations	CDR3-IMGT Nb of silent mutations	CDR3-IMGT Nb of nonsilent mutations	CDR3-IMGT a>g	CDR3-IMGT g>a	CDR3-IMGT c>t	CDR3-IMGT t>c	CDR3-IMGT a>c	CDR3-IMGT c>a	CDR3-IMGT a>t	CDR3-IMGT t>a	CDR3-IMGT g>c	CDR3-IMGT c>g	CDR3-IMGT g>t	CDR3-IMGT t>g	
29	AKF02477.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	317 (320)	293 (296)	217 (218)	76 (78)	48 (50)	28	6 (8)	5	3	14	9	1	2	7	10	17	0	2	78	75	53	22	18	4	0	1	0	5	0	0	0	5	3	8	0	0	36	24	17	7	1	6	0	1	1	2	1	0	1	0	0	1	0	0	51	51	42	9	9	0	2	0	0	1	2	1	0	0	2	0	0	1	30	24	14	10	2	8	0	2	0	2	3	0	0	0	0	2	0	1	117	114	87	27	17	10	4	1	2	4	3	0	1	2	4	6	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
30	AKF02476.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV1-69*01 F, or Homsap IGHV1-69D*01 F	317 (320)	293 (296)	217 (218)	76 (78)	49 (51)	27	8 (10)	5	3	14	8	1	0	7	11	17	0	2	78	75	52	23	18	5	1	1	0	5	0	0	0	5	3	8	0	0	36	24	18	6	2	4	0	1	1	2	1	0	0	0	0	1	0	0	51	51	41	10	9	1	2	0	0	1	2	1	0	0	3	0	0	1	30	24	14	10	2	8	0	2	0	2	3	0	0	0	0	2	0	1	117	114	88	26	17	9	5	1	2	4	2	0	0	2	4	6	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (2)	0	0	0	0	0	0	0	1	0	0	0	
31	AKF02475.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV3-15*01 F, or Homsap IGHV3-15*02 F or Homsap IGHV3-15*07 F	317 (320)	299 (302)	218 (219)	81 (83)	58 (60)	23	14	1	2	16	12 (14)	3	3	5	9	9	1	6	78	75	51	24	19	5	2	1	0	5	3	0	0	3	4	4	0	2	36	24	20	4	3	1	0	0	0	2	1	0	1	0	0	0	0	0	51	51	39	12	10	2	1	0	0	1	1	2	0	0	3	2	0	2	30	30	15	15	6	9	4	0	0	2	3	1	1	0	1	0	1	2	117	114	90	24	20	4	7	0	1	6	4	0	0	2	1	3	0	0	5 (8)	5 (8)	3 (4)	2 (4)	0 (2)	2	0	0	1	0	0 (2)	0	1	0	0	0	0	0	
32	AKF02474.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV3-15*01 F, or Homsap IGHV3-15*02 F or Homsap IGHV3-15*07 F	311 (320)	293 (302)	212 (215)	81 (87)	58 (61)	23 (26)	15 (16)	3	0 (1)	15 (16)	12 (14)	3	2	7	9	9 (10)	1	5	78	75	50	25	21	4	2	3	0	5	2	0	0	4	3	5	0	1	36	24	18	6	3	3	0	0	0	2	1	0	1	1	1	0	0	0	51	51	40	11	10	1	0	0	0	1	1	2	0	0	3	2	0	2	30	30	15	15	6	9	4	0	0	2	3	1	1	0	1	0	1	2	116 (117)	113 (114)	89	24 (25)	18 (19)	6	9	0	0	5 (6)	5	0	0	2	1	2	0	0	0 (8)	0 (8)	0 (3)	0 (5)	0 (2)	0 (3)	0 (1)	0	0 (1)	0 (0)	0 (2)	0	0	0	0	0 (1)	0	0	
33	AKF02473.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV3-15*01 F, or Homsap IGHV3-15*02 F or Homsap IGHV3-15*07 F	311 (320)	293 (302)	214 (217)	79 (85)	57 (60)	22 (25)	12 (13)	1	0 (1)	15 (16)	12 (14)	3	4	7	9	10 (11)	1	5	78	75	52	23	22	1	2	1	0	5	2	0	0	4	3	5	0	1	36	24	17	7	2	5	0	0	0	2	1	0	1	1	1	1	0	0	51	51	40	11	10	1	0	0	0	1	1	2	0	0	3	2	0	2	30	30	15	15	6	9	4	0	0	2	3	1	1	0	1	0	1	2	116 (117)	113 (114)	90	23 (24)	17 (18)	6	6	0	0	5 (6)	5	0	2	2	1	2	0	0	0 (8)	0 (8)	0 (3)	0 (5)	0 (2)	0 (3)	0 (1)	0	0 (1)	0 (0)	0 (2)	0	0	0	0	0 (1)	0	0	
34	AKF02472.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV3-15*01 F, or Homsap IGHV3-15*02 F	317 (320)	299 (302)	219 (220)	80 (82)	60 (62)	20	13	1	2	16	11 (13)	3	2	6	7	13	1	5	78	75	52	23	22	1	2	1	0	5	2	0	0	4	3	5	0	1	36	24	19	5	2	3	1	0	0	2	1	0	0	0	0	1	0	0	51	51	40	11	9	2	0	0	0	1	1	2	0	0	2	3	0	2	30	30	15	15	6	9	4	0	0	2	3	1	1	0	1	0	1	2	117	114	90	24	21	3	6	0	1	6	4	0	0	2	1	4	0	0	5 (8)	5 (8)	3 (4)	2 (4)	0 (2)	2	0	0	1	0	0 (2)	0	1	0	0	0	0	0	
35	AKF02471.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV3-15*01 F, or Homsap IGHV3-15*02 F	311 (320)	293 (302)	210 (213)	83 (89)	56 (59)	27 (30)	10 (11)	3	2 (3)	15 (16)	14 (16)	3	2	7	9	12 (13)	1	5	78	75	49	26	20	6	2	2	1	5	2	0	0	4	4	5	0	1	36	24	18	6	3	3	0	0	0	2	1	0	1	1	1	0	0	0	51	51	41	10	10	0	0	0	0	1	1	2	0	0	2	2	0	2	30	30	15	15	6	9	4	0	0	2	3	1	1	0	1	0	1	2	116 (117)	113 (114)	87	26 (27)	17 (18)	9	4	1	1	5 (6)	7	0	0	2	1	5	0	0	0 (8)	0 (8)	0 (3)	0 (5)	0 (2)	0 (3)	0 (1)	0	0 (1)	0 (0)	0 (2)	0	0	0	0	0 (1)	0	0	
36	AKF02470.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV3-15*01 F, or Homsap IGHV3-15*02 F or Homsap IGHV3-15*07 F	311 (320)	293 (302)	216 (219)	77 (83)	59 (62)	18 (21)	12 (13)	1	0 (1)	15 (16)	12 (14)	3	3	7	9	9 (10)	1	5	78	75	52	23	22	1	2	1	0	5	2	0	0	4	3	5	0	1	36	24	18	6	3	3	0	0	0	2	1	0	1	1	1	0	0	0	51	51	40	11	10	1	0	0	0	1	1	2	0	0	3	2	0	2	30	30	15	15	6	9	4	0	0	2	3	1	1	0	1	0	1	2	116 (117)	113 (114)	91	22 (23)	18 (19)	4	6	0	0	5 (6)	5	0	1	2	1	2	0	0	0 (8)	0 (8)	0 (3)	0 (5)	0 (2)	0 (3)	0 (1)	0	0 (1)	0 (0)	0 (2)	0	0	0	0	0 (1)	0	0	
37	AKF02469.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV1-18*04 F	320	296	230	66	46	20	7	3	4	14	11	1	0	6	5	10	1	4	78	75	56	19	17	2	0	0	1	4	2	0	0	4	1	5	0	2	36	24	19	5	3	2	0	1	0	3	0	0	0	0	0	1	0	0	51	51	42	9	8	1	2	1	0	1	2	1	0	0	1	0	0	1	30	24	14	10	0	10	1	1	1	2	2	0	0	0	0	1	1	1	117	114	93	21	16	5	3	0	2	4	5	0	0	2	2	3	0	0	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
38	AKF02468.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV3-30*20 (F)	320	296	221	75	52	23	10	1	1	16	10	3	2	7	10	13	0	2	78	75	55	20	20	0	1	0	0	4	2	0	0	4	3	6	0	0	36	24	18	6	3	3	1	1	0	2	1	0	0	0	0	1	0	0	51	51	41	10	6	4	0	0	0	1	2	1	0	0	3	2	0	1	30	24	12	12	3	9	3	0	0	3	4	1	0	0	1	0	0	0	117	114	89	25	18	7	4	0	1	6	1	1	2	3	2	4	0	1	8	8	6	2	2	0	1	0	0	0	0	0	0	0	1	0	0	0	
39	AKF02467.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV3-7*03 F	317 (320)	293 (296)	229 (230)	64 (66)	52 (54)	12	6 (7)	2	0	15	8	2	2	7	10 (11)	11	0	1	78	75	54	21	19	2	1	1	0	5	2	0	0	4	3	5	0	0	36	24	18	6	3	3	0	1	0	3	1	0	0	0	0	1	0	0	51	51	43	8	7	1	0	0	0	1	1	1	0	0	3	2	0	0	30	24	15	9	4	5	1	0	0	1	3	0	2	0	1	0	0	1	117	114	95	19	18	1	4	0	0	5	1	1	0	3	2	3	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
40	AKF02466.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV3-7*03 F	317 (320)	293 (296)	232 (233)	61 (63)	55 (57)	6	8 (9)	0	1	15	6	3	0	7	9 (10)	11	0	1	78	75	52	23	20	3	2	0	1	5	1	1	0	4	3	6	0	0	36	24	20	4	3	1	0	0	0	2	1	0	0	0	0	0	0	1	51	51	43	8	7	1	0	0	0	1	1	1	0	0	3	2	0	0	30	24	17	7	6	1	2	0	0	2	2	0	0	0	1	0	0	0	117	114	96	18	18	0	4	0	0	5	1	1	0	3	1	3	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
41	AKF02465.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV3-7*03 F	317 (320)	293 (296)	230 (231)	63 (65)	55 (57)	8	8 (9)	2	0	15	7	2	0	7	9 (10)	12	0	1	78	75	52	23	21	2	1	1	0	5	2	0	0	4	4	6	0	0	36	24	18	6	4	2	0	1	0	3	1	0	0	0	0	1	0	0	51	51	43	8	7	1	0	0	0	1	1	1	0	0	3	2	0	0	30	24	17	7	4	3	3	0	0	1	2	0	0	0	0	0	0	1	117	114	96	18	18	0	4	0	0	5	1	1	0	3	1	3	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0	0	1 (2)	0	0	0	
42	AKF02464.1_anti-influenza_H1N1_hemagglutinin_immu	productive	Homsap IGHV5-51*01 F	317 (320)	293 (296)	237 (238)	56 (58)	47 (49)	9	6 (7)	1	0	13	4	1	2 (3)	10	7	12	0	0	78	75	58	17	17	0	1	0	0	5	2	0	0	4	1	4	0	0	36	24	19	5	2	3	1	0	0	1	1	0	0	1	1	0	0	0	51	51	45	6	5	1	2	0	0	0	0	1	0	0	2	1	0	0	30	24	16	8	6	2	0	1	0	5	0	0	0	1	0	1	0	0	117	114	95	19	16	3	2	0	0	2	1	0	2	4	2	6	0	0	5 (8)	5 (8)	4 (5)	1 (3)	1 (3)	0	0 (1)	0	0	0	0	0	0 (1)	0	1	0	0	0	
43	AIU96216.1_immunoglobulin_lambda_light_chain_vari	No rearrangement found	Homsap IGLV2-11*02 F	334	292	200	92	76	16	7	1	0	26	9	2	0	14	9	23	0	1	78	75	47	28	24	4	1	0	0	6	4	0	0	6	2	9	0	0	36	27	19	8	6	2	1	1	0	5	0	0	0	0	0	0	0	1	51	51	37	14	8	6	4	0	0	2	2	0	0	1	2	3	0	0	30	9	5	4	2	2	0	0	0	2	0	0	0	0	1	1	0	0	117	108	76	32	31	1	0	0	0	10	1	2	0	6	4	9	0	0	22	22	16	6	5	1	1	0	0	1	2	0	0	1	0	1	0	0	
44	AIU96215.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV1-40*01 F	335 (341)	293 (299)	217 (219)	76 (80)	68 (70)	8 (10)	4	0	0	19 (21)	9	2	1	12	10 (11)	18 (19)	0	1	78	75	56	19	19	0	0	0	0	3	2	0	0	4	5	5	0	0	36	27	20	7	7	0	0	0	0	3	1	0	0	1	1	1	0	0	51	51	39	12	7	5	2	0	0	1	3	0	1	0	1	3	0	1	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	108	74	34	31	3	2	0	0	10	3	2	0	6	3	8	0	0	23 (29)	23 (29)	20 (22)	3 (7)	3 (5)	0 (2)	0	0	0	1 (3)	0	0	0	1	0 (1)	1 (2)	0	0	
45	AIU96214.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV1-40*01 F	335 (341)	293 (299)	216 (218)	77 (81)	68 (70)	9 (11)	4	0	0	19 (21)	8	2	1	12	11 (12)	19 (20)	0	1	78	75	55	20	19	1	0	0	0	3	2	0	0	4	6	5	0	0	36	27	20	7	7	0	0	0	0	3	1	0	0	1	1	1	0	0	51	51	38	13	7	6	2	0	0	1	3	0	1	0	1	4	0	1	30	9	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	117	108	75	33	31	2	2	0	0	10	2	2	0	6	3	8	0	0	23 (29)	23 (29)	20 (22)	3 (7)	3 (5)	0 (2)	0	0	0	1 (3)	0	0	0	1	0 (1)	1 (2)	0	0	
46	AIU96213.1_immunoglobulin_lambda_light_chain_vari	No rearrangement found	Homsap IGLV3-1*01 F	331	280	208	72	58	14	6	1	1	19	10	2	1	11	8	11	0	2	78	75	52	23	20	3	0	0	0	4	7	0	1	5	1	5	0	0	36	18	10	8	3	5	3	1	0	2	0	0	0	0	1	0	0	1	51	51	41	10	7	3	0	0	1	3	1	0	0	2	0	2	0	1	30	9	6	3	2	1	1	0	0	1	0	0	0	0	1	0	0	0	117	108	82	26	25	1	2	0	0	9	2	2	0	4	3	4	0	0	19	19	17	2	1	1	0	0	0	0	0	0	0	0	2	0	0	0	
47	AIU96212.1_immunoglobulin_lambda_light_chain_vari	No rearrangement found	Homsap IGLV2-14*01 F	328	280	190	90	72	18	7	3	0	23	6	2	2	15	6	23	0	3	78	75	51	24	23	1	1	0	0	7	2	0	0	6	2	6	0	0	36	21	16	5	4	1	1	0	0	3	0	0	0	0	0	0	0	1	51	51	39	12	10	2	3	1	0	2	1	0	0	1	0	4	0	0	30	9	6	3	2	1	0	0	0	1	0	0	0	0	1	1	0	0	117	108	69	39	29	10	1	2	0	9	1	2	1	7	3	11	0	2	16	16	9	7	4	3	1	0	0	1	2	0	1	1	0	1	0	0	
48	AIU96211.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV2-14*02 F, or Homsap IGLV2-23*01 F or Homsap IGLV2-23*02 F or Homsap IGLV2-23*03 F	335 (339)	293 (297)	200	93 (97)	70 (71)	23 (26)	6	4	0 (1)	24 (25)	8	2	3	15	7	21 (22)	0	3 (4)	78	75	51	24	22	2	0	0	0	7	2	0	0	6	3	6	0	0	36	27	18	9	5	4	1	0	0	4	0	0	1	0	1	0	0	2	51	51	40	11	10	1	3	0	0	2	2	0	0	1	0	3	0	0	30	9	6	3	0	3	0	2	0	1	0	0	0	0	0	0	0	0	117	108	72	36	30	6	0	2	0	9	2	2	0	7	3	10	0	1	23 (27)	23 (27)	13	10 (14)	3 (4)	7 (10)	2	0	0 (1)	1 (2)	2	0	2	1	0	2 (3)	0	0 (1)	
49	AIU96210.1_immunoglobulin_lambda_light_chain_vari	unproductive	Homsap IGLV1-40*01 F	338	290	209	81	63	18	5	4	0	18	9	3	1	11	10	17	1	2	78	69	52	17	16	1	1	0	0	2	2	0	0	3	5	4	0	0	36	27	18	9	6	3	0	1	0	3	1	0	0	1	1	1	1	0	51	51	41	10	9	1	2	0	0	1	3	0	0	0	0	3	0	1	30	9	6	3	0	3	0	1	0	1	0	0	0	0	1	0	0	0	117	108	71	37	29	8	2	1	0	9	3	3	1	6	3	8	0	1	26	26	21	5	3	2	0	1	0	2	0	0	0	1	0	1	0	0	
50	AIU96209.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV1-51*01 F, or Homsap IGLV1-51*02 F	338 (341)	293 (296)	213 (215)	80 (81)	70	10 (11)	7	0	1	19 (20)	11	2	0	12	8	18	0	2	78	75	53	22	22	0	0	0	0	4	4	0	0	5	3	6	0	0	36	24	16	8	6	2	1	0	0	3	0	0	0	1	1	1	0	1	51	51	38	13	10	3	3	0	1	2	2	0	0	1	0	4	0	0	30	9	6	3	1	2	1	0	0	2	0	0	0	0	0	0	0	0	117	108	80	28	28	0	2	0	0	7	3	2	0	5	3	6	0	0	26 (29)	26 (29)	20 (22)	6 (7)	3	3 (4)	0	0	0	1 (2)	2	0	0	0	1	1	0	1	
51	AIU96208.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-19*01 F	341	290	215	75	67	8	8	0	0	24	13	4	0	9	4	12	0	1	78	75	56	19	18	1	0	0	0	7	5	0	0	3	0	4	0	0	36	18	14	4	4	0	1	0	0	2	0	0	0	0	0	1	0	0	51	51	41	10	8	2	2	0	0	2	3	1	0	0	0	1	0	1	30	9	5	4	0	4	2	0	0	1	0	0	0	0	1	0	0	0	117	108	76	32	31	1	3	0	0	9	5	2	0	5	3	5	0	0	29	29	23	6	6	0	0	0	0	3	0	1	0	1	0	1	0	0	
52	AIU96207.1_immunoglobulin_lambda_light_chain_vari	No rearrangement found	Homsap IGLV1-40*01 F	338	290	208	82	64	18	4	4	2	18	9	2	2	12	8	19	0	2	78	69	52	17	16	1	0	0	1	2	2	0	0	3	5	4	0	0	36	27	19	8	6	2	0	0	0	2	1	0	0	1	1	2	0	1	51	51	40	11	8	3	2	0	0	1	3	0	1	0	0	3	0	1	30	9	5	4	0	4	1	2	0	1	0	0	0	0	0	0	0	0	117	108	71	37	30	7	1	1	1	10	3	2	1	7	2	9	0	0	26	26	21	5	4	1	0	1	0	2	0	0	0	1	0	1	0	0	
53	AIU96206.1_immunoglobulin_lambda_light_chain_vari	No rearrangement found	Homsap IGLV4-69*01 F	331	295	226	69	60	9	3	1	1	20	4	3	0	10	6	17	2	2	78	75	54	21	21	0	1	0	0	4	1	0	0	5	2	7	0	1	36	21	16	5	2	3	1	1	1	1	0	0	0	0	1	0	0	0	51	51	45	6	6	0	0	0	0	3	2	1	0	0	0	0	0	0	30	21	15	6	1	5	1	0	0	2	0	0	0	0	0	1	1	1	117	108	78	30	29	1	0	0	0	9	1	2	0	5	3	9	1	0	19	19	18	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	
54	AIU96205.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-21*01 F	338 (341)	287 (290)	225	62 (65)	55 (58)	7	4	2	0 (1)	20 (21)	9	2	1	7	7	9 (10)	0	1	78	75	55	20	18	2	0	1	0	4	6	0	0	3	3	3	0	0	36	18	10	8	3	5	2	1	0	2	1	0	1	0	0	0	0	1	51	51	47	4	4	0	0	0	0	2	1	0	0	0	0	1	0	0	30	9	7	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	117	108	84	24	24	0	2	0	0	6	1	2	0	4	4	5	0	0	26 (29)	26 (29)	22	4 (7)	4 (7)	0	0	0	0 (1)	4 (5)	0	0	0	0	0	0 (1)	0	0	
55	AIU96204.1_immunoglobulin_lambda_light_chain_vari	No rearrangement found	Homsap IGLV8-61*01 F, or Homsap IGLV8-61*02 F	335	293	207	86	78	8	3	1	1	26	10	3	0	11	8	21	0	2	78	75	55	20	20	0	0	0	0	5	5	0	0	3	2	5	0	0	36	27	14	13	12	1	0	0	0	4	1	0	0	3	0	4	0	1	51	51	42	9	6	3	0	1	0	1	2	1	0	0	1	3	0	0	30	9	8	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	117	108	71	37	37	0	2	0	0	13	1	2	0	5	4	9	0	1	23	23	17	6	2	4	1	0	1	3	0	0	0	0	1	0	0	0	
56	AIU96203.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV1-44*01 F, or Homsap IGLV1-44*04 F	338 (341)	293 (296)	212	81 (84)	71 (74)	10	4	1	1 (2)	26 (27)	11	2 (3)	0	12	7	17	0	0	78	75	52	23	23	0	0	0	0	6	3	0	0	5	3	6	0	0	36	24	17	7	2	5	0	1	0	4	2	0	0	0	0	0	0	0	51	51	41	10	7	3	3	0	1	1	2	0	0	0	1	2	0	0	30	9	5	4	2	2	0	0	0	3	0	0	0	0	1	0	0	0	117	108	75	33	33	0	1	0	0	10	2	2	0	7	2	9	0	0	26 (29)	26 (29)	22	4 (7)	4 (7)	0	0	0	0 (1)	2 (3)	2	0 (1)	0	0	0	0	0	0	
57	AIU96202.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV3-19*01 F	338 (341)	287 (290)	213 (214)	74 (76)	64 (66)	10	8	1	1	23 (24)	12	3	0	8 (9)	4	12	0	2	78	75	55	20	18	2	1	0	0	7	4	0	0	3	0	5	0	0	36	18	14	4	4	0	1	0	0	2	0	0	0	0	0	1	0	0	51	51	43	8	8	0	1	0	0	2	3	0	0	0	0	1	0	1	30	9	7	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	117	108	73	35	30	5	4	0	1	9	5	2	0	5	4	5	0	0	26 (29)	26 (29)	21 (22)	5 (7)	2 (4)	3	0	1	0	2 (3)	0	1	0	0 (1)	0	0	0	1	
58	AIU96201.1_immunoglobulin_lambda_light_chain_vari	No rearrangement found	Homsap IGLV2-11*01 F, or Homsap IGLV2-11*02 F	334	292	198	94	73	21	5	2	1	28	8	4	1	15	7	22	0	1	78	75	49	26	26	0	0	0	0	6	4	1	0	6	1	8	0	0	36	27	18	9	6	3	1	0	0	6	0	0	0	1	0	0	0	1	51	51	41	10	10	0	3	0	0	2	1	0	0	1	0	3	0	0	30	9	5	4	2	2	0	0	0	2	0	0	0	0	1	1	0	0	117	108	73	35	25	10	1	0	1	11	1	3	0	5	4	9	0	0	22	22	12	10	4	6	0	2	0	1	2	0	1	2	1	1	0	0	
59	AIU96200.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV1-44*01 F, or Homsap IGLV1-44*04 F	338 (341)	293 (296)	210	83 (86)	71 (74)	12	4	1	1 (2)	26 (27)	12	2 (3)	0	12	8	17	0	0	78	75	52	23	23	0	0	0	0	6	3	0	0	5	3	6	0	0	36	24	17	7	2	5	0	1	0	4	2	0	0	0	0	0	0	0	51	51	41	10	7	3	3	0	1	1	2	0	0	0	1	2	0	0	30	9	5	4	2	2	0	0	0	3	0	0	0	0	1	0	0	0	117	108	73	35	33	2	1	0	0	10	3	2	0	7	3	9	0	0	26 (29)	26 (29)	22	4 (7)	4 (7)	0	0	0	0 (1)	2 (3)	2	0 (1)	0	0	0	0	0	0	
60	AIU96199.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV2-14*01 F	335 (339)	293 (297)	205 (206)	88 (91)	74 (75)	14 (16)	6	0	1	26 (27)	6	3 (4)	2	14	7	21	0	2 (3)	78	75	50	25	23	2	0	0	0	7	3	0	0	6	2	7	0	0	36	27	19	8	5	3	1	0	0	5	0	0	1	0	0	0	0	1	51	51	40	11	9	2	3	0	0	2	1	0	1	1	0	3	0	0	30	9	6	3	2	1	0	0	0	1	0	0	0	0	1	1	0	0	117	108	74	34	31	3	1	0	1	10	1	3	0	6	3	8	0	1	23 (27)	23 (27)	16 (17)	7 (10)	4 (5)	3 (5)	1	0	0	1 (2)	1	0 (1)	0	1	1	2	0	0 (1)	
61	AIU96198.1_immunoglobulin_lambda_light_chain_vari	rearranged sequence (but no junction found)	Homsap IGLV2-8*01 F	334 (339)	292 (297)	210 (211)	82 (86)	77	5 (9)	3	1	0	25 (28)	7 (8)	2	0	14	6	22	1	1	78	75	51	24	24	0	0	0	0	6	3	0	0	6	2	7	0	0	36	27	20	7	5	2	0	0	0	5	0	0	0	0	1	0	0	1	51	51	41	10	10	0	3	0	0	2	1	0	0	1	0	3	0	0	30	9	6	3	1	2	0	0	0	1	0	0	0	0	0	1	1	0	117	108	76	32	32	0	0	0	0	10	1	2	0	6	3	10	0	0	22 (27)	22 (27)	16 (17)	6 (10)	5	1 (5)	0	1	0	1 (4)	2 (3)	0	0	1	0	1	0	0	
